block,param,value,arm,seed,n_ign,pool,n_sensors,n_regions,j_threshold,eta,attention_thr,cycle_min,horizon_min,revision_budget,w_burn,w_asset,w_pop,j_phys,j_total,burned,burned_ha,evacuated,affected,out_min,fs_frac,tried_3,acc_3,rules_final,seconds
marginal,eta,0.3,adaptive,201,1,1.0,,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.0,2,1,7,2.7
marginal,eta,0.3,adaptive,202,1,1.0,,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.0,7,4,10,10.6
marginal,eta,0.3,adaptive,203,1,1.0,,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.8
marginal,eta,0.3,adaptive,204,1,1.0,,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1185,0.12672,794,71.46,1254.0,317.0,82.0,0.0,2,1,7,3.4
marginal,eta,0.3,adaptive,205,1,1.0,,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
marginal,eta,0.45,adaptive,201,1,1.0,,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.0,2,1,7,2.5
marginal,eta,0.45,adaptive,202,1,1.0,,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.0,7,4,10,10.4
marginal,eta,0.45,adaptive,203,1,1.0,,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.6
marginal,eta,0.45,adaptive,204,1,1.0,,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1185,0.12672,794,71.46,1254.0,317.0,82.0,0.0,2,1,7,3.5
marginal,eta,0.45,adaptive,205,1,1.0,,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.3
marginal,eta,0.6,adaptive,201,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.6
marginal,eta,0.6,adaptive,202,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.463,7,4,10,10.5
marginal,eta,0.6,adaptive,203,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.9
marginal,eta,0.6,adaptive,204,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.1
marginal,eta,0.6,adaptive,205,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
marginal,eta,0.75,adaptive,201,1,1.0,,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00176,0.0358,11,0.99,0.0,0.0,54.0,0.85,2,1,6,2.5
marginal,eta,0.75,adaptive,202,1,1.0,,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08102,0.09112,615,55.35,0.0,7.0,228.0,0.6579,5,3,9,8.5
marginal,eta,0.75,adaptive,203,1,1.0,,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08853,0.10005,728,65.52,0.0,0.0,182.0,0.5781,3,0,7,8.1
marginal,eta,0.75,adaptive,204,1,1.0,,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13318,0.13512,849,76.41,1254.0,368.0,104.0,0.6111,2,1,8,4.4
marginal,eta,0.75,adaptive,205,1,1.0,,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.75,2,0,6,2.3
marginal,eta,0.9,adaptive,201,1,1.0,,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00601,0.03386,38,3.42,0.0,0.0,168.0,1.0,3,2,7,6.1
marginal,eta,0.9,adaptive,202,1,1.0,,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1153,0.12983,831,74.79,0.0,67.0,-1,1.0,5,1,7,12.0
marginal,eta,0.9,adaptive,203,1,1.0,,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09031,0.10207,748,67.32,0.0,0.0,148.0,1.0,3,0,7,6.4
marginal,eta,0.9,adaptive,204,1,1.0,,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1649,0.16053,946,85.14,1254.0,587.0,124.0,0.9773,2,1,8,4.8
marginal,eta,0.9,adaptive,205,1,1.0,,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00197,0.04423,12,1.08,0.0,0.0,96.0,1.0,3,0,6,3.5
marginal,attention_thr,0.05,adaptive,201,1,1.0,,4,0.35,0.6,0.05,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.6
marginal,attention_thr,0.05,adaptive,202,1,1.0,,4,0.35,0.6,0.05,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.463,7,4,10,10.5
marginal,attention_thr,0.05,adaptive,203,1,1.0,,4,0.35,0.6,0.05,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.5
marginal,attention_thr,0.05,adaptive,204,1,1.0,,4,0.35,0.6,0.05,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.2
marginal,attention_thr,0.05,adaptive,205,1,1.0,,4,0.35,0.6,0.05,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.3
marginal,attention_thr,0.15,adaptive,201,1,1.0,,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.5
marginal,attention_thr,0.15,adaptive,202,1,1.0,,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.463,7,4,10,10.4
marginal,attention_thr,0.15,adaptive,203,1,1.0,,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.7
marginal,attention_thr,0.15,adaptive,204,1,1.0,,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.2
marginal,attention_thr,0.15,adaptive,205,1,1.0,,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.5
marginal,attention_thr,0.25,adaptive,201,1,1.0,,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.7
marginal,attention_thr,0.25,adaptive,202,1,1.0,,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.463,7,4,10,11.2
marginal,attention_thr,0.25,adaptive,203,1,1.0,,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.6
marginal,attention_thr,0.25,adaptive,204,1,1.0,,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.1
marginal,attention_thr,0.25,adaptive,205,1,1.0,,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
marginal,attention_thr,0.35,adaptive,201,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.6
marginal,attention_thr,0.35,adaptive,202,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.463,7,4,10,10.6
marginal,attention_thr,0.35,adaptive,203,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.6
marginal,attention_thr,0.35,adaptive,204,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.1
marginal,attention_thr,0.35,adaptive,205,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.3
marginal,attention_thr,0.5,adaptive,201,1,1.0,,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.6
marginal,attention_thr,0.5,adaptive,202,1,1.0,,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.463,7,4,10,10.8
marginal,attention_thr,0.5,adaptive,203,1,1.0,,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,7.1
marginal,attention_thr,0.5,adaptive,204,1,1.0,,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.1
marginal,attention_thr,0.5,adaptive,205,1,1.0,,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.3
marginal,attention_thr,0.7,adaptive,201,1,1.0,,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.3,2,1,7,2.7
marginal,attention_thr,0.7,adaptive,202,1,1.0,,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.5,7,4,10,11.2
marginal,attention_thr,0.7,adaptive,203,1,1.0,,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09942,720,64.8,0.0,0.0,166.0,0.0,3,0,8,6.9
marginal,attention_thr,0.7,adaptive,204,1,1.0,,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.13884,0.13867,905,81.45,1254.0,344.0,146.0,0.0769,3,1,8,6.2
marginal,attention_thr,0.7,adaptive,205,1,1.0,,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
marginal,attention_thr,0.95,adaptive,201,1,1.0,,4,0.35,0.6,0.95,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.35,2,1,7,2.8
marginal,attention_thr,0.95,adaptive,202,1,1.0,,4,0.35,0.6,0.95,12.0,24.0,3,1.0,1.0,1.0,0.08395,0.09181,606,54.54,0.0,21.0,250.0,0.4545,6,4,10,9.6
marginal,attention_thr,0.95,adaptive,203,1,1.0,,4,0.35,0.6,0.95,12.0,24.0,3,1.0,1.0,1.0,0.08951,0.0997,739,66.51,0.0,0.0,166.0,0.0536,3,0,7,7.0
marginal,attention_thr,0.95,adaptive,204,1,1.0,,4,0.35,0.6,0.95,12.0,24.0,3,1.0,1.0,1.0,0.13283,0.13419,843,75.87,1254.0,282.0,206.0,0.0556,4,2,10,8.4
marginal,attention_thr,0.95,adaptive,205,1,1.0,,4,0.35,0.6,0.95,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
marginal,n_sensors,1,adaptive,201,1,1.0,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.30965,0.32878,2283,205.47,9547.0,30.0,-1,0.0,3,0,7,14.9
marginal,n_sensors,1,adaptive,202,1,1.0,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.30792,0.33044,2728,245.52,12013.0,3.0,-1,0.0,3,0,9,16.6
marginal,n_sensors,1,adaptive,203,1,1.0,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.15632,0.17207,1363,122.67,11833.0,59.0,-1,0.0,3,0,8,12.8
marginal,n_sensors,1,adaptive,204,1,1.0,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.33365,0.34604,1979,178.11,12055.0,1.0,-1,0.0,4,1,12,15.2
marginal,n_sensors,1,adaptive,205,1,1.0,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13158,0.15853,1309,117.81,3456.0,0.0,-1,0.0,3,0,8,11.0
marginal,n_sensors,2,adaptive,201,1,1.0,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18829,0.21567,1723,155.07,14176.0,0.0,-1,0.0167,3,0,8,14.1
marginal,n_sensors,2,adaptive,202,1,1.0,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.17806,0.20629,1717,154.53,14369.0,0.0,-1,0.0,3,0,8,15.8
marginal,n_sensors,2,adaptive,203,1,1.0,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13116,0.15103,1245,112.05,48.0,9.0,-1,0.0,3,0,8,11.5
marginal,n_sensors,2,adaptive,204,1,1.0,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.21945,0.23538,1259,113.31,12751.0,0.0,-1,0.0,3,2,12,15.1
marginal,n_sensors,2,adaptive,205,1,1.0,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.11017,0.13985,998,89.82,12357.0,0.0,-1,0.0,3,0,9,11.8
marginal,n_sensors,3,adaptive,201,1,1.0,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18829,0.21567,1723,155.07,14176.0,0.0,-1,0.0167,3,0,8,13.5
marginal,n_sensors,3,adaptive,202,1,1.0,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.17806,0.20629,1717,154.53,14369.0,0.0,-1,0.0,3,0,8,15.4
marginal,n_sensors,3,adaptive,203,1,1.0,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13116,0.15103,1245,112.05,48.0,9.0,-1,0.0,3,0,8,11.4
marginal,n_sensors,3,adaptive,204,1,1.0,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.21945,0.23538,1259,113.31,12751.0,0.0,-1,0.0,3,2,12,15.3
marginal,n_sensors,3,adaptive,205,1,1.0,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.11017,0.13985,998,89.82,12357.0,0.0,-1,0.0,3,0,9,11.9
marginal,n_sensors,5,adaptive,201,1,1.0,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00303,0.03243,19,1.71,0.0,0.0,92.0,0.25,2,1,7,3.9
marginal,n_sensors,5,adaptive,202,1,1.0,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07411,0.08061,561,50.49,0.0,3.0,154.0,0.4615,4,2,8,6.8
marginal,n_sensors,5,adaptive,203,1,1.0,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09547,0.10924,808,72.72,0.0,0.0,172.0,0.0167,3,0,7,7.3
marginal,n_sensors,5,adaptive,204,1,1.0,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.21106,0.2067,1296,116.64,1155.0,871.0,338.0,0.0345,4,1,9,13.9
marginal,n_sensors,5,adaptive,205,1,1.0,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00131,0.04318,8,0.72,0.0,0.0,56.0,0.0,2,0,6,2.5
marginal,n_sensors,9,adaptive,201,1,1.0,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00303,0.03243,19,1.71,0.0,0.0,92.0,0.25,2,1,7,4.0
marginal,n_sensors,9,adaptive,202,1,1.0,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07411,0.08061,561,50.49,0.0,3.0,154.0,0.4615,4,2,8,6.7
marginal,n_sensors,9,adaptive,203,1,1.0,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09547,0.10924,808,72.72,0.0,0.0,172.0,0.0167,3,0,7,7.3
marginal,n_sensors,9,adaptive,204,1,1.0,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.21106,0.2067,1296,116.64,1155.0,871.0,338.0,0.0345,4,1,9,14.2
marginal,n_sensors,9,adaptive,205,1,1.0,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00131,0.04318,8,0.72,0.0,0.0,56.0,0.0,2,0,6,2.8
marginal,n_regions,1,adaptive,201,1,1.0,,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03418,8,0.72,6387.0,0.0,54.0,0.4,3,1,6,2.8
marginal,n_regions,1,adaptive,202,1,1.0,,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07129,0.08413,541,48.69,0.0,0.0,154.0,0.1429,4,2,8,7.1
marginal,n_regions,1,adaptive,203,1,1.0,,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08728,0.09994,714,64.26,0.0,0.0,230.0,0.15,3,0,6,9.2
marginal,n_regions,1,adaptive,204,1,1.0,,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.12627,0.12213,809,72.81,2793.0,314.0,122.0,0.0909,3,1,7,4.9
marginal,n_regions,1,adaptive,205,1,1.0,,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00066,0.03596,4,0.36,0.0,0.0,56.0,0.6,2,0,6,2.4
marginal,n_regions,2,adaptive,201,1,1.0,,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03372,8,0.72,0.0,0.0,54.0,0.3,2,1,7,2.6
marginal,n_regions,2,adaptive,202,1,1.0,,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07857,0.09208,575,51.75,0.0,15.0,192.0,0.1389,4,2,7,7.5
marginal,n_regions,2,adaptive,203,1,1.0,,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08136,0.08617,650,58.5,0.0,0.0,170.0,0.0333,3,0,7,6.7
marginal,n_regions,2,adaptive,204,1,1.0,,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.12716,0.1255,817,73.53,0.0,379.0,110.0,0.2,3,0,7,4.4
marginal,n_regions,2,adaptive,205,1,1.0,,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.03805,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
marginal,n_regions,4,adaptive,201,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03342,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.7
marginal,n_regions,4,adaptive,202,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09276,0.10429,666,59.94,0.0,29.0,304.0,0.463,7,4,10,10.8
marginal,n_regions,4,adaptive,203,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.9
marginal,n_regions,4,adaptive,204,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.4
marginal,n_regions,4,adaptive,205,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
marginal,n_regions,8,adaptive,201,1,1.0,,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03327,8,0.72,0.0,0.0,54.0,0.025,2,1,7,2.7
marginal,n_regions,8,adaptive,202,1,1.0,,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07273,0.08174,555,49.95,0.0,0.0,168.0,0.125,4,1,7,7.0
marginal,n_regions,8,adaptive,203,1,1.0,,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.0807,0.09652,643,57.87,0.0,0.0,158.0,0.0,4,1,7,7.6
marginal,n_regions,8,adaptive,204,1,1.0,,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1304,0.12782,829,74.61,0.0,393.0,122.0,0.0227,2,1,8,5.4
marginal,n_regions,8,adaptive,205,1,1.0,,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00066,0.03671,4,0.36,0.0,0.0,56.0,0.0,2,0,6,2.6
marginal,n_regions,16,adaptive,201,1,1.0,,16,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.02956,8,0.72,0.0,0.0,54.0,0.0125,2,1,6,2.9
marginal,n_regions,16,adaptive,202,1,1.0,,16,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07694,0.08789,559,50.31,0.0,14.0,234.0,0.0,5,4,9,12.5
marginal,n_regions,16,adaptive,203,1,1.0,,16,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07917,0.10036,627,56.43,93.0,0.0,158.0,0.0357,3,0,7,7.7
marginal,n_regions,16,adaptive,204,1,1.0,,16,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.15256,0.15353,1031,92.79,5181.0,167.0,222.0,0.0691,4,3,10,10.7
marginal,n_regions,16,adaptive,205,1,1.0,,16,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00066,0.0367,4,0.36,74.0,0.0,56.0,0.0625,2,0,6,2.7
