scenario,arm,seed,source,package,gate,accepted,dJ
S3,F5EvAI,249,template,False,,False,0.0
S3,F5EvAI,249,template,False,,False,0.0
S3,F5EvAI,249,template,False,,False,0.0
S5,F5EvAI,248,template,False,,False,0.0
S5,F5EvAI,248,template,False,,False,0.0
S5,F5EvAI,248,template,False,,False,0.0
S4,F5EvAI,248,template,False,,False,0.0
S4,F5EvAI,248,template,False,,True,5e-05
S4,F5EvAI,248,template,False,,False,0.0
S4,F5EvAI,248,template,False,,True,-0.0023
S4,F5EvAI,248,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,248,template,True,,False,0.0
S4,F5EvAI,248,template,False,,False,0.0
S1,F5EvAI,248,template,False,,False,0.0
S1,F5EvAI,248,template,False,,False,0.0
S1,F5EvAI,248,template,False,,True,-0.00042
S1,F5EvAI,248,template,False,,True,-0.00478
S1,F5EvAI,248,template,False,,True,-0.00029
S1,F5EvAI,248,template,False,,True,-0.00089
S1,F5EvAI,248,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,249,template,False,,False,0.0
S4,F5EvAI,249,template,False,,True,-0.00533
S4,F5EvAI,249,template,False,,False,0.0
S4,F5EvAI,249,template,False,,True,-0.00114
S4,F5EvAI,249,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,249,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,249,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,250,template,False,,False,0.0
S3,F5EvAI,250,template,False,,False,0.0
S2,F5EvAI,248,template,False,,False,0.0
S2,F5EvAI,248,template,False,,False,0.0
S2,F5EvAI,248,template,False,,True,-0.00223
S2,F5EvAI,248,template,False,,True,-0.00025
S2,F5EvAI,248,template,False,,False,0.0
S2,F5EvAI,248,template,False,,False,0.0
S2,F5EvAI,248,template,False,,False,0.0
S5,F5EvAI,249,template,False,,False,0.0
S5,F5EvAI,249,template,False,,True,-0.006
S5,F5EvAI,249,template,True,,True,-0.01854
S5,F5EvAI,249,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,249,template,True,G2 package (name empty or taken),False,0.0
S5,F5EvAI,249,template,True,G2 package (name empty or taken),False,0.0
S2,F5EvAI,250,template,False,,False,0.0
S2,F5EvAI,250,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,250,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,250,template,False,,False,0.0
S1,F5EvAI,250,template,False,,False,0.0
S1,F5EvAI,250,template,True,,True,-0.00116
S1,F5EvAI,250,template,False,,False,0.0
S1,F5EvAI,250,template,False,,False,0.0
S5,F5EvAI,250,template,False,,False,0.0
S5,F5EvAI,250,template,False,,True,-0.00501
S5,F5EvAI,250,template,True,,True,-0.00657
S4,F5EvAI,250,template,False,,False,0.0
S4,F5EvAI,250,template,False,,True,-0.00567
S4,F5EvAI,250,template,True,,True,-0.00551
