scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S1,F5Ev,229,minimal,78.21,25.83,0.0,0.0,-1,0,0.32176,0.0,0.0,0.18294,0.4054,0.12924,0.10725,0.36126,0.0,0.0,0.43679,0.40827,0.15596,0.12042,0.36474,0.0,0.0,0.9013,0.35766,0.18133,0.12158,9,0.221,0.0,0.6041,9,22,0,9,4,0,0.1865,0.0626,0.0,,169.9
S1,F5EvAI,229,minimal,81.63,27.81,0.0,0.0,-1,0,0.32448,0.0,0.0,0.17239,0.38344,0.12813,0.10816,0.36634,0.0,0.0,0.55479,0.36141,0.16164,0.12211,0.37472,0.0,0.0,1.0,0.4741,0.19692,0.12491,9,0.221,0.042,0.5581,14,13,3,10,4,0,0.2041,0.0785,0.0,template,172.5
S3,Test0,231,minimal,242.28,55.98,7881345.0,0.0,-1,0,0.43506,0.25552,0.01312,0.0,0.0,0.20697,0.23457,0.62733,0.87742,0.1132,0.0,0.0,0.47586,0.53931,0.65603,0.89296,0.18689,0.0,0.0,0.51055,0.57862,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.0
S2,F5Ev,229,minimal,221.22,109.71,181533.0,0.0,-1,0,0.48686,0.0,0.0,0.23049,0.19268,0.16809,0.16229,0.60343,0.07243,0.00036,0.82968,0.18152,0.25837,0.22541,0.61891,0.10586,0.00052,1.0,0.2462,0.28663,0.24176,10,0.675,0.0,0.3452,16,18,0,7,5,0,-0.0442,-0.071,0.0,,161.7
S3,F5,230,minimal,1.71,1.71,0.0,0.0,-1,0,0.00871,0.0,0.0,0.00487,0.5591,0.03574,0.0029,0.00943,0.0,0.0,0.01493,0.59109,0.03842,0.00314,0.01372,0.0,0.0,0.02821,0.55617,0.03841,0.00457,5,0.0,0.138,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,71.2
S4,F5,230,minimal,28.35,10.62,212789.0,0.0,-1,0,0.09957,0.0117,2e-05,0.05307,0.3057,0.05384,0.0371,0.17766,0.03762,0.00031,0.18325,0.2612,0.08955,0.07186,0.18744,0.03762,0.00031,0.28641,0.39166,0.10617,0.07513,5,0.0,0.242,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,73.4
S2,F5,230,minimal,119.79,37.98,0.0,0.0,-1,0,0.45202,0.0,0.0,0.24628,0.23583,0.16131,0.15067,0.46413,0.0,0.0,0.84033,0.38823,0.20878,0.15471,0.46563,0.0,0.0,1.0,0.33655,0.21557,0.15521,5,0.246,0.242,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,96.0
S2,F5EvAI,229,minimal,216.27,108.54,105951.0,0.0,-1,0,0.53004,0.0,0.0,0.23246,0.18879,0.18067,0.17668,0.59987,0.04457,0.00019,0.83162,0.16091,0.24798,0.21488,0.61356,0.06686,0.00023,1.0,0.22921,0.2725,0.22688,8,0.746,0.054,0.2519,21,6,3,6,3,0,-0.1855,0.0149,0.0,template,164.6
S4,Test0,231,minimal,242.1,55.8,7881345.0,0.0,-1,0,0.55141,0.54006,0.02808,0.0,0.0,0.32928,0.37318,0.63719,0.89296,0.1466,0.0,0.0,0.49316,0.55892,0.65586,0.89296,0.19113,0.0,0.0,0.51175,0.57998,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.5
S5,F5,230,minimal,29.61,11.34,177324.0,0.0,-1,0,0.10781,0.0,0.0,0.04535,0.31665,0.053,0.03594,0.17667,0.03635,0.00026,0.16497,0.27778,0.08877,0.07109,0.19416,0.03635,0.00027,0.25487,0.39103,0.10587,0.07693,5,0.0,0.217,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,71.2
S4,F5Ev,230,minimal,23.85,11.52,141859.0,0.0,508.0,1,0.1159,0.02118,0.0002,0.05034,0.262,0.05875,0.04576,0.15475,0.02276,0.00026,0.10997,0.22648,0.07208,0.05926,0.16253,0.02276,0.00026,0.14897,0.15538,0.07248,0.06185,8,0.25,0.0,0.6737,18,3,0,14,3,0,-0.1569,-0.0665,0.0,,83.4
S5,Test0,231,minimal,242.1,55.8,7881345.0,0.0,-1,0,0.55141,0.54006,0.02808,0.0,0.0,0.32928,0.37318,0.63719,0.89296,0.1466,0.0,0.0,0.49316,0.55892,0.65586,0.89296,0.19113,0.0,0.0,0.51175,0.57998,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.3
S5,F5EvAI,230,minimal,25.11,11.16,53197.0,0.0,480.0,1,0.11761,0.0,0.0,0.05507,0.21997,0.05077,0.0392,0.15265,0.01644,8e-05,0.14511,0.16683,0.0681,0.05639,0.16966,0.02118,8e-05,0.1824,0.11054,0.07338,0.06364,9,0.375,0.075,0.7035,11,6,3,10,2,2,-0.0898,-0.0618,0.0224,template,79.5
S5,F5Ev,230,minimal,25.29,12.15,149329.0,0.0,504.0,1,0.1159,0.02118,0.0002,0.05452,0.23655,0.0575,0.04576,0.15423,0.02276,0.00024,0.12102,0.18633,0.0702,0.05907,0.17067,0.02908,0.00026,0.17493,0.13649,0.07714,0.06667,9,0.423,0.0,0.7493,15,6,0,11,4,0,-0.0897,-0.1033,0.0,,81.5
S4,F5EvAI,230,minimal,21.33,10.08,53197.0,0.0,564.0,1,0.10955,0.0,0.0,0.05082,0.21941,0.04812,0.03652,0.13439,0.00948,7e-05,0.14016,0.17142,0.06066,0.04798,0.14789,0.00948,7e-05,0.20865,0.151,0.06746,0.05248,8,0.266,0.394,0.708,17,4,3,11,1,2,-0.1961,-0.0307,-0.002,template,92.5
S1,F5,231,minimal,114.93,37.62,859097.0,0.0,-1,0,0.38494,0.16047,0.00325,0.15424,0.31402,0.18892,0.18289,0.42737,0.18164,0.00462,0.53087,0.17457,0.22198,0.20454,0.45534,0.20049,0.00535,1.0,0.27442,0.26943,0.22039,5,0.129,0.227,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,87.5
S1,Test0,232,minimal,269.37,113.13,4444444.0,0.0,-1,0,0.21122,0.0,0.0,0.0,0.0,0.06212,0.07041,0.49486,0.41114,0.03837,0.0,0.0,0.27775,0.31479,0.66652,1.0,0.15594,0.0,0.0,0.53602,0.60749,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.7
S3,F5EvAI,231,minimal,50.22,3.69,155390.0,0.0,236.0,1,0.26846,0.08564,0.0003,0.06884,0.25601,0.12334,0.11813,,,,,,,,0.28332,0.08564,0.0003,0.09587,0.32704,0.13348,0.12309,7,0.31,0.476,0.7281,5,2,3,5,1,1,-0.096,0.0115,-0.0246,template,42.7
S1,F5Ev,232,minimal,0.45,0.0,0.0,0.0,38.0,1,,,,,,,,,,,,,,,0.00333,0.0,0.0,0.0015,0.85049,0.0511,0.00111,7,0.25,0.0,0.4763,0,2,0,0,2,0,0.0,0.0451,0.0,,7.4
S2,F5EvAI,230,minimal,152.73,65.97,66489.0,0.0,-1,0,0.45202,0.0,0.0,0.24628,0.23434,0.16122,0.15067,0.48421,0.00585,0.0,0.8205,0.33721,0.21224,0.16335,0.52628,0.13987,0.00017,1.0,0.1858,0.26573,0.22211,7,0.25,0.042,0.1964,22,4,3,7,2,0,-0.071,0.0245,0.0,template,126.5
S2,F5Ev,230,minimal,129.6,45.36,0.0,0.0,-1,0,0.44525,0.0,0.0,0.24627,0.22738,0.15882,0.14842,0.46488,0.0,0.0,0.82045,0.26232,0.20042,0.15496,0.48526,0.00585,0.0,1.0,0.30533,0.22123,0.1637,8,0.534,0.003,0.341,17,12,0,11,3,0,0.0213,0.004,0.0,,139.5
S1,F5EvAI,232,minimal,0.45,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,,,0.00333,0.0,0.0,0.00201,0.84746,0.05095,0.00111,6,0.0,0.15,0.1059,0,1,2,0,1,0,0.0,0.047,0.0,template,12.9
S2,Test0,232,minimal,264.78,108.72,4444444.0,0.0,-1,0,0.38005,0.34079,0.01225,0.0,0.0,0.21561,0.24436,0.49638,0.4803,0.05343,0.0,0.0,0.30298,0.34337,0.66269,1.0,0.17925,0.0,0.0,0.54175,0.61398,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.5
S2,F5,231,minimal,264.33,124.65,2189232.0,0.0,-1,0,0.47246,0.17106,0.00507,0.21295,0.16954,0.21326,0.2162,0.61324,0.20049,0.00544,0.81232,0.15247,0.29768,0.27306,0.65786,0.52546,0.01237,1.0,0.13235,0.41828,0.39856,5,0.627,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,91.1
S3,Test0,232,minimal,195.03,34.56,4779141.0,0.0,-1,0,0.28263,0.14785,0.00187,0.0,0.0,0.12716,0.14412,0.48353,0.31752,0.026,0.0,0.0,0.24325,0.27568,0.59135,0.61185,0.06191,0.0,0.0,0.37209,0.4217,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.2
S3,F5,231,minimal,56.61,3.96,730759.0,0.0,-1,0,0.30072,0.1136,0.00144,0.06726,0.34899,0.14677,0.13859,0.30792,0.11775,0.00161,0.13883,0.5855,0.16828,0.14243,0.30826,0.11775,0.00161,0.1756,0.59512,0.17111,0.14254,5,0.0,0.308,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,72.3
S3,F5Ev,231,minimal,56.97,3.69,492242.0,0.0,438.0,1,0.29088,0.10014,0.00059,0.07177,0.24827,0.13401,0.13054,0.3086,0.10704,0.00089,0.16819,0.21141,0.14484,0.13884,0.30961,0.10704,0.00094,0.18695,0.30749,0.15191,0.1392,8,0.541,0.0,0.7055,12,7,0,11,3,0,-0.0127,0.0165,0.0,,73.7
S3,F5Ev,232,minimal,26.01,0.09,0.0,0.0,136.0,1,0.16177,0.0,0.0,0.03221,0.28636,0.06632,0.05392,,,,,,,,0.16177,0.0,0.0,0.03325,0.22506,0.06277,0.05392,7,0.104,0.583,0.5147,1,8,0,1,2,0,-0.0357,0.0084,0.0,,20.5
S4,F5,231,minimal,77.13,5.58,432224.0,0.0,-1,0,0.36376,0.16298,0.00081,0.1681,0.34224,0.18518,0.17585,0.37197,0.16644,0.0012,0.41006,0.31985,0.20164,0.17987,0.37778,0.16644,0.0012,0.54695,0.56586,0.22588,0.18181,5,0.0,0.267,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,73.8
S4,Test0,232,minimal,251.82,49.86,7009347.0,0.0,-1,0,0.42304,0.14785,0.00188,0.0,0.0,0.16846,0.19092,0.50191,0.40461,0.03345,0.0,0.0,0.27646,0.31333,0.65138,0.87825,0.09469,0.0,0.0,0.47774,0.54144,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.8
S4,F5EvAI,231,minimal,78.12,8.28,770776.0,0.0,390.0,1,0.35237,0.1692,0.00122,0.17822,0.23597,0.17813,0.17426,0.38079,0.18612,0.00153,0.35884,0.32565,0.20745,0.18948,0.38079,0.18612,0.00153,0.36702,0.38593,0.21148,0.18948,10,0.11,0.059,0.6786,2,8,9,2,0,5,0.0214,0.0,-0.0559,template,69.0
S5,Test0,232,minimal,251.82,49.86,7009347.0,0.0,-1,0,0.42304,0.14785,0.00188,0.0,0.0,0.16846,0.19092,0.50191,0.40461,0.03345,0.0,0.0,0.27646,0.31333,0.65138,0.87825,0.09469,0.0,0.0,0.47774,0.54144,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,15.4
S5,F5,231,minimal,82.89,6.39,716308.0,0.0,-1,0,0.35972,0.1768,0.00106,0.15673,0.32563,0.18649,0.17919,0.3816,0.18957,0.00148,0.31563,0.51223,0.21713,0.19088,0.39486,0.19475,0.00166,0.48086,0.3613,0.22344,0.19709,5,0.0,0.254,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,80.6
S3,F5EvAI,232,minimal,26.01,0.0,0.0,0.0,136.0,1,0.16036,0.0,0.0,0.04931,0.25226,0.0649,0.05345,,,,,,,,0.16177,0.0,0.0,0.05434,0.21777,0.06359,0.05392,9,0.104,0.708,0.5217,0,3,3,0,2,2,0.0,0.0236,-0.0048,template,36.7
S5,F5,232,minimal,38.25,0.45,0.0,0.0,136.0,1,0.22107,0.0,0.0,0.08875,0.50103,0.09971,0.07369,,,,,,,,0.22107,0.0,0.0,0.09405,0.51276,0.10071,0.07369,5,0.104,0.479,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,22.2
S1,F5Ev,231,minimal,118.26,38.7,821745.0,0.0,-1,0,0.36815,0.07939,0.00234,0.18736,0.33467,0.16303,0.14996,0.41239,0.09294,0.00243,0.46325,0.22004,0.18953,0.16925,0.46243,0.17699,0.00462,1.0,0.29588,0.26565,0.21468,11,0.544,0.0,0.6508,19,11,0,17,6,0,0.0128,-0.0199,0.0,,150.0
S3,F5,232,minimal,30.51,0.09,0.0,0.0,410.0,1,0.16177,0.0,0.0,0.02559,0.54681,0.08125,0.05392,0.17652,0.0,0.0,0.0471,0.29669,0.07214,0.05884,0.18459,0.0,0.0,0.05567,0.26389,0.07309,0.06153,5,0.064,0.764,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,53.8
S1,F5EvAI,231,minimal,102.06,26.37,821745.0,0.0,-1,0,0.39921,0.1899,0.00433,0.18627,0.30416,0.20339,0.19782,0.42608,0.1899,0.00571,0.59743,0.26475,0.23357,0.20723,0.42608,0.1899,0.00589,1.0,0.28872,0.25871,0.20729,8,0.464,0.044,0.5052,20,7,3,16,3,0,0.2365,0.0558,0.0,template,155.8
S5,F5Ev,231,minimal,81.99,8.01,529672.0,0.0,508.0,1,0.37225,0.17334,0.00076,0.17492,0.2738,0.18709,0.18212,0.39225,0.18508,0.001,0.2973,0.35835,0.20866,0.19278,0.39225,0.18508,0.001,0.31813,0.36416,0.21023,0.19278,8,0.459,0.0,0.6282,17,5,0,14,3,0,-0.1304,0.0118,0.0,,94.6
S1,Test0,233,minimal,275.13,124.47,4444444.0,0.0,-1,0,0.36086,0.14693,0.00115,0.0,0.0,0.14969,0.16965,0.66667,1.0,0.1947,0.0,0.0,0.54746,0.62046,0.66667,1.0,0.32242,0.0,0.0,0.58503,0.66303,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.4
S1,F5,232,minimal,2.34,0.0,0.0,0.0,-1,0,0.00333,0.0,0.0,0.0055,1.0,0.06013,0.00111,0.00465,0.0,0.0,0.01691,1.0,0.06119,0.00155,0.01707,0.0,0.0,0.04679,0.96122,0.06431,0.00569,5,0.0,0.267,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,93.3
S4,F5Ev,232,minimal,38.52,2.16,0.0,0.0,250.0,1,0.20997,0.0,0.0,0.08024,0.35455,0.08733,0.06999,,,,,,,,0.22228,0.0,0.0,0.1037,0.41534,0.09591,0.07409,9,0.167,0.119,0.6571,2,12,0,1,4,0,-0.033,0.03,0.0,,50.4
S2,Test0,233,minimal,275.13,124.47,4444444.0,0.0,-1,0,0.53787,0.58458,0.02779,0.0,0.0,0.33831,0.38341,0.66667,1.0,0.22955,0.0,0.0,0.55771,0.63207,0.66667,1.0,0.31007,0.0,0.0,0.58139,0.65891,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,15.9
S4,F5EvAI,232,minimal,37.98,2.25,0.0,0.0,226.0,1,0.21412,0.0,0.0,0.09421,0.36256,0.08984,0.07137,,,,,,,,0.21985,0.0,0.0,0.13022,0.3882,0.09516,0.07328,9,0.303,0.316,0.6156,2,3,5,2,3,1,0.0336,0.0239,-0.0008,template,58.0
S2,F5Ev,231,minimal,263.88,124.2,1729526.0,0.0,-1,0,0.44565,0.06351,0.00152,0.21203,0.21494,0.17532,0.17023,0.62538,0.27607,0.00443,0.81139,0.11954,0.3212,0.30196,0.65747,0.45411,0.00777,1.0,0.11975,0.39509,0.37312,8,0.64,0.0,0.3518,24,5,0,15,3,0,-0.3254,-0.0003,0.0,,162.8
S3,Test0,233,minimal,255.06,59.04,8888889.0,0.0,-1,0,0.42562,0.3488,0.02179,0.0,0.0,0.23418,0.2654,0.52908,0.49347,0.09218,0.0,0.0,0.32786,0.37157,0.66667,1.0,0.21825,0.0,0.0,0.55439,0.62831,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.8
S2,F5EvAI,231,minimal,262.89,124.47,1401931.0,0.0,-1,0,0.47911,0.1899,0.00425,0.21085,0.15064,0.21928,0.22442,0.65327,0.39166,0.00648,0.76015,0.10557,0.36016,0.35047,0.65663,0.51339,0.0123,1.0,0.11121,0.41311,0.39411,8,0.604,0.171,0.367,23,3,5,14,2,1,-0.3447,-0.0418,0.0008,template,166.2
S2,F5,232,minimal,63.99,18.54,349909.0,0.0,-1,0,0.20536,0.08146,0.00083,0.13024,0.56304,0.12538,0.09588,0.31355,0.09627,0.00093,0.45837,0.66903,0.18712,0.13691,0.32194,0.11478,0.00145,0.92168,0.57776,0.21707,0.14605,5,0.062,0.242,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,100.9
S4,F5Ev,231,minimal,59.76,6.75,162457.0,0.0,-1,0,0.29443,0.09323,0.00032,0.12962,0.24928,0.1364,0.12933,0.31894,0.09323,0.00035,0.24368,0.40367,0.15941,0.13751,0.31992,0.09323,0.00035,0.31131,0.32973,0.15933,0.13783,8,0.672,0.09,0.7548,24,6,0,17,3,0,-0.0083,-0.1689,0.0,,140.3
S4,Test0,233,minimal,255.06,59.04,8888889.0,0.0,-1,0,0.54128,0.55956,0.03088,0.0,0.0,0.33286,0.37724,0.66667,1.0,0.20143,0.0,0.0,0.54944,0.6227,0.66667,1.0,0.26487,0.0,0.0,0.5681,0.64384,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.5
S5,F5EvAI,231,minimal,82.62,7.47,614169.0,0.0,606.0,1,0.37197,0.18543,0.00092,0.16443,0.28503,0.19065,0.18611,0.39225,0.19544,0.00116,0.35718,0.29532,0.21157,0.19628,0.39408,0.19717,0.00121,0.45525,0.37435,0.22305,0.19749,10,0.132,0.201,0.677,5,12,10,4,1,4,0.028,-0.037,-0.0233,template,126.2
S5,Test0,233,minimal,255.06,59.04,8888889.0,0.0,-1,0,0.54128,0.55956,0.03088,0.0,0.0,0.33286,0.37724,0.66667,1.0,0.20143,0.0,0.0,0.54944,0.6227,0.66667,1.0,0.26487,0.0,0.0,0.5681,0.64384,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.8
S4,F5,232,minimal,41.4,1.26,0.0,0.0,-1,0,0.21246,0.0,0.0,0.07418,0.5769,0.10079,0.07082,0.2263,0.0,0.0,0.17404,0.3463,0.09717,0.07543,0.23499,0.0,0.0,0.24078,0.67703,0.1231,0.07833,5,0.037,0.704,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,93.5
S5,F5EvAI,232,minimal,44.1,3.42,0.0,0.0,384.0,1,0.2247,0.0,0.0,0.08816,0.33756,0.09113,0.0749,0.24578,0.0,0.0,0.12531,0.24054,0.09381,0.08193,0.24654,0.0,0.0,0.12856,0.27334,0.09615,0.08218,8,0.594,0.07,0.7117,7,6,3,5,3,0,0.0746,0.0021,0.0,template,78.6
S2,F5Ev,232,minimal,60.12,18.0,220995.0,1823.0,-1,0,0.20452,0.08146,0.00169,0.15248,0.39525,0.11682,0.09589,0.3004,0.08886,0.00743,0.51111,0.46021,0.17381,0.13223,0.30847,0.08886,0.02328,1.0,0.44199,0.20853,0.1402,10,0.196,0.0,0.567,13,21,0,8,5,0,-0.0717,0.0092,0.0,,144.0
S1,Test0,234,minimal,282.78,134.01,4444444.0,0.0,-1,0,0.33142,0.04265,0.00014,0.0,0.0,0.11006,0.12474,0.59293,0.78249,0.08673,0.0,0.0,0.43004,0.48738,0.6666,1.0,0.20674,0.0,0.0,0.55098,0.62444,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.7
S2,F5EvAI,232,minimal,61.38,18.0,239411.0,344.0,-1,0,0.20325,0.08146,0.00169,0.15644,0.34032,0.11345,0.09546,0.23616,0.08146,0.00427,0.43973,0.35432,0.14138,0.1073,0.31292,0.09257,0.00817,1.0,0.46344,0.20775,0.13788,9,0.087,0.004,0.5681,6,22,7,6,2,2,0.0649,0.0093,-0.0094,template,146.2
S3,F5EvAI,233,minimal,42.93,3.87,365079.0,860.0,298.0,1,0.23323,0.06004,0.00209,0.05905,0.216,0.10305,0.09845,,,,,,,,0.25185,0.06468,0.00448,0.12009,0.15572,0.11064,0.107,9,0.32,0.09,0.7689,6,4,3,5,2,2,-0.0394,-0.0221,-0.0071,template,68.0
S5,F5Ev,232,minimal,44.28,6.12,0.0,0.0,584.0,1,0.20955,0.0,0.0,0.07929,0.37022,0.08808,0.06985,0.2271,0.0,0.0,0.11199,0.34368,0.0936,0.0757,0.2473,0.0,0.0,0.15208,0.16239,0.09123,0.08243,9,0.658,0.015,0.8086,19,6,0,5,4,0,0.0805,-0.0218,0.0,,111.9
S1,F5,233,minimal,147.51,86.94,501641.0,0.0,-1,0,0.02113,0.0,0.0,0.01589,0.67985,0.04714,0.00704,0.20987,0.01179,2e-05,0.19217,0.35304,0.09727,0.07389,0.51744,0.19015,0.00158,0.91381,0.23257,0.27601,0.23639,5,0.115,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,105.3
S3,F5,233,minimal,41.4,3.06,394286.0,0.0,-1,0,0.23364,0.06857,0.00094,0.04536,0.23246,0.1055,0.10105,0.2394,0.07011,0.00094,0.08704,0.25186,0.11124,0.10348,0.24507,0.07011,0.00094,0.1325,0.2592,0.11602,0.10537,5,0.0,0.517,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,86.5
S2,F5,233,minimal,191.7,109.89,863874.0,0.0,-1,0,0.16907,0.0,0.0,0.13348,0.43266,0.08303,0.05636,0.51407,0.13357,0.00106,0.68374,0.19399,0.24243,0.21624,0.58221,0.33001,0.00233,1.0,0.15154,0.33672,0.30485,5,0.329,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,98.0
S2,Test0,234,minimal,282.78,134.01,4444444.0,0.0,-1,0,0.49413,0.24168,0.00505,0.0,0.0,0.2179,0.24695,0.597,0.78249,0.13149,0.0,0.0,0.4444,0.50366,0.6666,1.0,0.24983,0.0,0.0,0.56366,0.63881,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.3
S5,F5EvAI,233,minimal,56.88,5.4,541669.0,0.0,230.0,1,0.28686,0.13967,0.00123,0.12471,0.19863,0.14483,0.14259,,,,,,,,0.30844,0.15171,0.00126,0.21654,0.13086,0.15614,0.1538,9,0.287,0.188,0.6671,3,3,4,3,1,3,-0.1733,-0.087,-0.0133,template,57.7
S3,F5Ev,233,minimal,53.37,7.29,759664.0,0.0,462.0,1,0.23529,0.06857,0.00094,0.04639,0.19444,0.10381,0.1016,0.29079,0.10687,0.00164,0.086,0.12043,0.12958,0.1331,0.29502,0.11134,0.00171,0.09805,0.13254,0.13359,0.13603,8,0.656,0.031,0.7494,11,9,0,6,3,0,-0.096,-0.0221,0.0,,90.6
S3,Test0,234,minimal,248.94,69.93,7435772.0,0.0,-1,0,0.42932,0.22954,0.00975,0.0,0.0,0.19665,0.22287,0.65089,0.81755,0.07561,0.0,0.0,0.45413,0.51468,0.65336,0.84914,0.18566,0.0,0.0,0.49652,0.56272,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,10.8
S4,F5,233,minimal,58.77,8.73,532707.0,0.0,-1,0,0.28289,0.12231,0.00142,0.11691,0.22677,0.13981,0.13554,0.2883,0.13775,0.00175,0.27865,0.26247,0.15765,0.1426,0.31546,0.14702,0.00181,0.46543,0.22589,0.17722,0.15476,5,0.0,0.542,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,91.4
S4,Test0,234,minimal,248.94,69.93,7435772.0,0.0,-1,0,0.5183,0.38381,0.00923,0.0,0.0,0.26804,0.30378,0.65336,0.84914,0.10259,0.0,0.0,0.47209,0.53503,0.65336,0.84914,0.17618,0.0,0.0,0.49373,0.55956,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.7
S1,F5EvAI,233,minimal,55.8,41.94,272319.0,329.0,-1,0,0.0255,0.0,0.0,0.017,0.48148,0.03682,0.0085,0.08774,0.0,0.00025,0.13641,0.38498,0.05655,0.02933,0.28857,0.088,0.00419,0.58569,0.28938,0.16346,0.12692,11,0.062,0.225,0.4731,2,28,8,2,4,2,-0.0987,-0.1232,-0.0292,template,134.3
S5,F5,233,minimal,67.68,9.72,928439.0,0.0,-1,0,0.28144,0.12385,0.00153,0.10935,0.22799,0.1395,0.13561,0.30266,0.13991,0.00197,0.27487,0.23813,0.16092,0.14818,0.3467,0.18269,0.00295,0.4832,0.24398,0.19935,0.17745,5,0.0,0.5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,92.9
S1,F5Ev,233,minimal,80.01,63.27,401312.0,1858.0,-1,0,0.02488,0.0,0.00067,0.01653,0.54464,0.04052,0.00852,0.18891,0.00393,0.00734,0.1352,0.32779,0.08611,0.06672,0.36774,0.16107,0.02629,0.70843,0.2171,0.21771,0.18503,11,0.332,0.037,0.5328,13,20,0,8,6,0,-0.3228,-0.0295,0.0,,147.0
S5,Test0,234,minimal,248.94,69.93,7435772.0,0.0,-1,0,0.5183,0.38381,0.00923,0.0,0.0,0.26804,0.30378,0.65336,0.84914,0.10259,0.0,0.0,0.47209,0.53503,0.65336,0.84914,0.17618,0.0,0.0,0.49373,0.55956,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,10.5
S2,F5Ev,233,minimal,144.27,83.79,514049.0,0.0,-1,0,0.11211,0.03536,0.00015,0.12152,0.38065,0.07296,0.04921,0.2037,0.09429,0.0009,0.55007,0.35804,0.14133,0.09963,0.5119,0.20822,0.00159,1.0,0.16195,0.28062,0.24057,8,0.246,0.004,0.3797,24,6,0,14,3,0,-1.2082,-0.0615,0.0,,142.6
S5,F5Ev,233,minimal,73.98,16.65,741160.0,0.0,576.0,1,0.29397,0.11941,0.00084,0.1003,0.17295,0.1379,0.13807,0.35356,0.1472,0.0014,0.25529,0.1346,0.17063,0.16739,0.36713,0.17315,0.00153,0.31632,0.14307,0.18638,0.1806,9,0.607,0.01,0.7346,17,7,0,7,4,0,-0.1693,-0.139,0.0,,108.4
S4,F5EvAI,233,minimal,80.64,21.87,995431.0,695.0,610.0,1,0.29362,0.1283,0.00224,0.12777,0.18129,0.14293,0.14139,0.35089,0.16746,0.00514,0.36842,0.12068,0.18274,0.1745,0.38738,0.1965,0.00841,0.62051,0.12385,0.21799,0.19743,8,0.544,0.02,0.6927,19,3,4,7,1,2,-0.1998,-0.061,-0.0058,template,122.8
S2,F5EvAI,233,minimal,136.26,82.62,593239.0,3693.0,-1,0,0.12582,0.00786,0.00167,0.14012,0.34099,0.06811,0.04511,0.24087,0.09036,0.01645,0.71527,0.26654,0.16001,0.1159,0.49762,0.24358,0.0578,1.0,0.15903,0.30318,0.26633,12,0.163,0.008,0.5504,13,16,4,12,5,2,-0.9462,-0.3758,-0.0038,template,158.1
S1,F5,234,minimal,50.76,28.53,0.0,0.0,-1,0,0.11788,0.0,0.0,0.05572,0.5792,0.07202,0.03929,0.24538,0.0,0.0,0.23144,0.42327,0.11068,0.08179,0.26411,0.0,0.0,0.57607,0.43105,0.13692,0.08804,5,0.0,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,93.2
