scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S3,F5,226,minimal,41.4,12.69,249086.0,0.0,-1,0,0.17922,0.07022,0.00032,0.0535,0.29303,0.09384,0.08325,0.22037,0.09181,0.00052,0.17318,0.24507,0.11657,0.10423,0.23554,0.09941,0.0006,0.33769,0.35153,0.13923,0.11185,5,0.0,0.496,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,107.0
S1,F5EvAI,227,minimal,2.79,2.34,0.0,0.0,176.0,1,0.01835,0.0,0.0,0.02201,0.4108,0.03086,0.00612,,,,,,,,0.0196,0.0,0.0,0.0362,0.41763,0.03246,0.00653,8,0.0,0.483,0.399,0,5,6,0,1,2,0.0,-0.0054,-0.0383,template,42.8
S3,Test0,227,minimal,238.95,69.21,7637754.0,0.0,-1,0,0.27372,0.03024,0.00208,0.0,0.0,0.09001,0.10201,0.48558,0.28679,0.01887,0.0,0.0,0.23272,0.26375,0.64906,0.84865,0.1598,0.0,0.0,0.48751,0.55251,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.9
S1,F5Ev,227,minimal,2.79,2.34,0.0,0.0,210.0,1,0.01835,0.0,0.0,0.01577,0.47267,0.03413,0.00612,,,,,,,,0.0196,0.0,0.0,0.02597,0.43314,0.03277,0.00653,7,0.5,0.0,0.5542,7,2,0,6,2,0,0.0254,-0.0092,0.0,,53.7
S4,F5,226,minimal,43.02,12.15,249086.0,0.0,-1,0,0.19079,0.07022,0.00032,0.10606,0.33601,0.10287,0.08711,0.22683,0.09333,0.00049,0.30491,0.35454,0.1331,0.10688,0.24252,0.10093,0.00076,0.64007,0.33593,0.15865,0.11473,5,0.0,0.496,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,108.7
S1,F5Ev,226,minimal,62.19,35.73,211373.0,0.0,-1,0,0.17616,0.0,0.0,0.1047,0.324,0.07703,0.05872,0.26004,0.03968,0.00013,0.47319,0.26375,0.13154,0.09995,0.30862,0.09699,0.00045,1.0,0.24539,0.19269,0.13536,7,0.321,0.0,0.4456,24,6,0,6,2,0,-0.3664,0.0097,0.0,,173.8
S4,Test0,227,minimal,242.1,69.21,7866202.0,0.0,-1,0,0.52569,0.52408,0.0253,0.0,0.0,0.3162,0.35836,0.62902,0.71467,0.14068,0.0,0.0,0.43658,0.49479,0.65204,0.86954,0.18811,0.0,0.0,0.50285,0.5699,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.3
S1,F5EvAI,226,minimal,45.99,27.54,12245.0,0.0,-1,0,0.17572,0.0,0.0,0.10278,0.33355,0.07735,0.05857,0.2329,0.01764,2e-05,0.37578,0.31659,0.11442,0.08352,0.24818,0.01764,4e-05,0.82852,0.30262,0.14473,0.08862,8,0.204,0.0,0.473,14,10,7,5,1,2,-0.0333,0.0097,-0.0078,template,182.1
S5,F5,226,minimal,44.01,13.41,232147.0,0.0,-1,0,0.19428,0.07022,0.00032,0.10214,0.33062,0.10335,0.08827,0.22922,0.08877,0.00046,0.32749,0.34509,0.13322,0.10615,0.24672,0.09637,0.00065,0.63994,0.34883,0.15926,0.11458,5,0.0,0.492,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,114.0
S5,Test0,227,minimal,242.1,69.21,7866202.0,0.0,-1,0,0.52569,0.52408,0.0253,0.0,0.0,0.3162,0.35836,0.62902,0.71467,0.14068,0.0,0.0,0.43658,0.49479,0.65204,0.86954,0.18811,0.0,0.0,0.50285,0.5699,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.6
S3,F5EvAI,226,minimal,60.21,28.17,614736.0,0.0,-1,0,0.19166,0.07022,0.00032,0.05845,0.25993,0.09585,0.0874,0.25869,0.09819,0.00047,0.24148,0.2112,0.13173,0.11912,0.30944,0.13072,0.00097,0.50012,0.15717,0.16841,0.14704,15,0.008,0.25,0.7177,1,30,14,1,5,5,-0.0173,-0.0882,-0.028,template,157.9
S2,F5Ev,226,minimal,141.03,59.85,556233.0,0.0,-1,0,0.47023,0.11463,0.00145,0.23517,0.1453,0.19482,0.19544,0.50065,0.15872,0.00168,0.83449,0.17767,0.25396,0.22035,0.50305,0.23931,0.00211,1.0,0.33269,0.29735,0.24816,8,0.367,0.0,0.5132,24,6,0,11,3,0,-0.6995,-0.1087,0.0,,187.6
S1,F5,227,minimal,83.61,50.13,64000.0,0.0,-1,0,0.12963,0.0,0.0,0.0468,0.28465,0.05762,0.04321,0.30417,0.12784,0.00027,0.33653,0.30636,0.16496,0.14409,0.3746,0.12784,0.00035,0.94585,0.33737,0.22336,0.1676,5,0.004,0.496,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,114.1
S4,F5EvAI,226,minimal,60.39,27.63,454164.0,0.0,-1,0,0.20754,0.07022,0.00032,0.1094,0.27252,0.10425,0.09269,0.28428,0.10032,0.00051,0.4058,0.21275,0.14965,0.12837,0.31007,0.11613,0.00071,0.76667,0.23078,0.18424,0.1423,10,0.0,0.333,0.6076,0,35,7,0,3,2,0.0,-0.0316,-0.0219,template,154.5
S3,F5Ev,226,minimal,60.12,27.99,502699.0,0.0,-1,0,0.18903,0.07478,0.00034,0.06085,0.24392,0.09562,0.08805,0.2784,0.1219,0.00071,0.20321,0.23719,0.14385,0.13367,0.30912,0.13163,0.00091,0.34195,0.23061,0.16358,0.14722,10,0.283,0.0,0.6527,23,7,0,11,5,0,-0.1069,0.0246,0.0,,186.2
S1,Test0,228,minimal,275.94,141.03,4444444.0,0.0,-1,0,0.27893,0.0,0.0,0.0,0.0,0.08204,0.09298,0.6633,0.90997,0.09952,0.0,0.0,0.49199,0.55759,0.66667,1.0,0.24206,0.0,0.0,0.56139,0.63624,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.9
S2,F5EvAI,226,minimal,141.21,60.66,587346.0,0.0,-1,0,0.46768,0.10581,0.00134,0.23484,0.14693,0.19152,0.19161,0.50048,0.18429,0.00197,0.83401,0.15231,0.26,0.22891,0.50337,0.21471,0.0023,1.0,0.19888,0.2824,0.24013,8,0.479,0.004,0.4845,24,2,4,17,2,1,-0.9788,0.0126,0.0025,template,210.9
S4,F5Ev,226,minimal,60.48,28.17,431727.0,0.0,-1,0,0.20373,0.07022,0.00032,0.11459,0.26459,0.10297,0.09142,0.28428,0.10184,0.00046,0.31195,0.25536,0.14707,0.12886,0.31039,0.11461,0.00073,0.562,0.29927,0.17588,0.14191,9,0.25,0.0,0.6533,24,6,0,10,4,0,-0.0781,0.0109,0.0,,179.3
S2,F5,227,minimal,269.19,152.55,3002726.0,0.0,-1,0,0.28918,0.0,0.0,0.19996,0.23155,0.11044,0.09639,0.62832,0.75568,0.01715,0.79933,0.11055,0.46563,0.46705,0.65852,0.83201,0.01952,1.0,0.1759,0.5133,0.50335,5,0.321,0.404,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,127.7
S1,F5Ev,228,minimal,1.8,1.8,0.0,0.0,72.0,1,,,,,,,,,,,,,,,0.01288,0.0,0.0,0.01287,0.56214,0.03761,0.00429,8,0.25,0.0,0.4123,0,3,0,0,3,0,0.0,0.038,0.0,,18.0
S2,Test0,228,minimal,275.94,141.03,4444444.0,0.0,-1,0,0.31256,0.0,0.0,0.0,0.0,0.09193,0.10419,0.66411,0.90997,0.09993,0.0,0.0,0.49236,0.558,0.66667,1.0,0.23584,0.0,0.0,0.55956,0.63417,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.0
S3,F5,227,minimal,17.73,6.93,0.0,0.0,-1,0,0.09117,0.0,0.0,0.02177,0.44839,0.05447,0.03039,0.10141,0.0,0.0,0.07447,0.45289,0.06085,0.0338,0.12067,0.0,0.0,0.13093,0.43922,0.06903,0.04022,5,0.0,0.317,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,99.9
S5,F5Ev,226,minimal,61.2,28.08,499037.0,0.0,-1,0,0.19817,0.07022,0.00031,0.10987,0.21552,0.09817,0.08957,0.27735,0.10336,0.00054,0.34727,0.23585,0.14643,0.12708,0.31293,0.11856,0.00084,0.55322,0.2152,0.17236,0.14411,9,0.237,0.004,0.701,21,10,0,13,4,0,-0.171,-0.0459,0.0,,176.8
S3,Test0,228,minimal,200.7,33.03,6826502.0,0.0,-1,0,0.41943,0.18986,0.00723,0.0,0.0,0.18133,0.20551,0.55242,0.5362,0.05525,0.0,0.0,0.33643,0.38129,0.62491,0.85663,0.09867,0.0,0.0,0.46477,0.52674,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.3
S4,F5,227,minimal,26.91,8.1,74406.0,0.0,-1,0,0.13289,0.00935,0.00016,0.0747,0.40136,0.06989,0.04747,0.14681,0.01091,0.00039,0.24823,0.42798,0.08628,0.0527,0.17238,0.0187,0.00045,0.41985,0.40087,0.10461,0.06384,5,0.0,0.562,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,98.6
S4,Test0,228,minimal,226.98,38.97,7707424.0,0.0,-1,0,0.4898,0.33801,0.01563,0.0,0.0,0.24807,0.28115,0.63162,0.68257,0.09586,0.0,0.0,0.41472,0.47002,0.65328,0.88725,0.14553,0.0,0.0,0.4959,0.56202,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.3
S5,F5EvAI,226,minimal,55.08,23.31,355839.0,1236.0,-1,0,0.19428,0.07022,0.00087,0.12437,0.28985,0.10242,0.08846,0.26778,0.09059,0.00365,0.50219,0.21986,0.14895,0.12067,0.29074,0.10883,0.00922,0.98851,0.20288,0.19031,0.13626,12,0.238,0.012,0.767,19,8,3,16,5,2,-0.09,-0.1175,-0.0069,template,205.4
S5,F5,227,minimal,36.18,12.33,128773.0,0.0,-1,0,0.17618,0.02338,0.00019,0.08246,0.37972,0.08594,0.06659,0.19872,0.02961,0.00039,0.27623,0.30427,0.10142,0.07624,0.21878,0.02961,0.00051,0.48553,0.41165,0.12598,0.08297,5,0.0,0.467,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,103.5
S3,F5Ev,228,minimal,31.05,0.45,49111.0,0.0,204.0,1,0.1997,0.00919,7e-05,0.03875,0.24457,0.07812,0.06965,,,,,,,,0.20493,0.00919,7e-05,0.04635,0.24932,0.08039,0.0714,7,0.5,0.0,0.7506,4,5,0,3,2,0,-0.0197,-0.003,0.0,,46.0
S4,F5EvAI,227,minimal,38.34,15.03,374645.0,0.0,504.0,1,0.1463,0.01403,0.00013,0.07719,0.24165,0.06595,0.05348,0.22132,0.05985,0.00047,0.28855,0.23957,0.1139,0.09388,0.22885,0.05985,0.00047,0.37445,0.21454,0.1197,0.09639,11,0.036,0.048,0.601,1,16,7,1,3,3,-0.0487,-0.0862,-0.0612,template,123.8
S3,F5Ev,227,minimal,25.56,11.07,0.0,0.0,-1,0,0.08363,0.0,0.0,0.02332,0.29972,0.0436,0.02788,0.12762,0.0,0.0,0.0942,0.26601,0.05872,0.04254,0.16516,0.0,0.0,0.19521,0.18457,0.07092,0.05505,9,0.439,0.0,0.7902,26,5,0,8,4,0,-0.0167,-0.0253,0.0,,156.4
S5,Test0,228,minimal,226.98,38.97,7707424.0,0.0,-1,0,0.4898,0.33801,0.01563,0.0,0.0,0.24807,0.28115,0.63162,0.68257,0.09586,0.0,0.0,0.41472,0.47002,0.65328,0.88725,0.14553,0.0,0.0,0.4959,0.56202,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.8
S3,F5EvAI,228,minimal,30.69,0.45,49111.0,0.0,204.0,1,0.19778,0.00919,7e-05,0.03206,0.27652,0.07905,0.06901,,,,,,,,0.20304,0.00919,7e-05,0.03855,0.25043,0.07944,0.07076,8,0.074,0.088,0.6368,1,3,5,1,1,2,0.0137,0.0027,-0.0124,template,62.6
S2,F5Ev,227,minimal,267.66,152.46,2572681.0,0.0,-1,0,0.18923,0.0,0.0,0.18343,0.29071,0.08355,0.06308,0.38841,0.0,0.0,0.74109,0.212,0.1703,0.12947,0.65724,0.73106,0.01536,1.0,0.12618,0.47909,0.46789,7,0.467,0.0,0.4521,27,3,0,14,2,0,-0.7254,0.0016,0.0,,200.1
S2,F5EvAI,227,minimal,88.02,49.5,1018370.0,0.0,-1,0,0.17588,0.0,0.0,0.17238,0.28326,0.07853,0.05863,0.22643,0.0,0.0,0.54159,0.26545,0.11407,0.07548,0.38671,0.26619,0.00364,1.0,0.14489,0.26045,0.21885,8,0.25,0.16,0.4635,14,19,5,9,2,1,-0.3072,-0.0063,-0.0238,template,189.3
S3,F5EvAI,227,minimal,23.76,10.71,0.0,0.0,-1,0,0.08421,0.0,0.0,0.03266,0.3816,0.04914,0.02807,0.11797,0.0,0.0,0.15451,0.23449,0.05758,0.03932,0.15534,0.0,0.0,0.33578,0.20207,0.07733,0.05178,9,0.425,0.013,0.7587,22,3,6,5,2,2,-0.0565,-0.0035,-0.0156,template,171.5
S5,F5Ev,228,minimal,38.07,1.17,223796.0,0.0,106.0,1,,,,,,,,,,,,,,,0.24014,0.03583,0.00038,0.08234,0.25571,0.10116,0.09211,7,0.25,0.028,0.3519,2,3,0,2,2,0,-0.0247,-0.0198,0.0,,31.5
S1,Test0,229,minimal,269.82,129.51,4263602.0,0.0,-1,0,0.40867,0.0,0.0,0.0,0.0,0.1202,0.13622,0.65893,0.93559,0.06805,0.0,0.0,0.48899,0.55419,0.66452,0.94674,0.20503,0.0,0.0,0.5342,0.60543,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,24.5
S1,F5,228,minimal,181.26,96.57,1687984.0,0.0,-1,0,0.0279,0.0,0.0,0.02936,0.58436,0.04431,0.0093,0.23273,0.0,0.0,0.25789,0.31485,0.10214,0.07758,0.5678,0.37556,0.01077,1.0,0.20963,0.35178,0.31805,5,0.131,0.227,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,135.2
S2,Test0,229,minimal,269.82,129.51,4263602.0,0.0,-1,0,0.56327,0.0,0.0,0.0,0.0,0.16567,0.18776,0.66452,0.94674,0.08557,0.0,0.0,0.49907,0.56561,0.66452,0.94674,0.18777,0.0,0.0,0.52913,0.59968,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.7
S3,F5,228,minimal,33.84,0.0,171889.0,0.0,-1,0,0.20681,0.01684,0.00021,0.03487,0.38152,0.09034,0.07462,0.21288,0.01837,0.00029,0.09318,0.35069,0.09421,0.07718,0.21931,0.01837,0.0003,0.1167,0.32,0.09568,0.07933,5,0.0,0.204,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,116.3
S4,F5Ev,228,minimal,40.68,2.88,190537.0,0.0,276.0,1,0.23536,0.01684,7e-05,0.09064,0.19212,0.09083,0.08409,,,,,,,,0.25244,0.03062,0.00024,0.14433,0.12749,0.09931,0.09443,7,0.5,0.0,0.6362,10,2,0,6,2,0,-0.0547,-0.026,0.0,,79.8
S4,F5Ev,227,minimal,51.75,18.18,540807.0,0.0,700.0,1,0.14477,0.01715,0.00013,0.07711,0.27075,0.06812,0.05402,0.2251,0.06578,0.00056,0.25283,0.19329,0.11196,0.09714,0.286,0.09071,0.0008,0.51433,0.13853,0.14944,0.12584,9,0.445,0.013,0.6776,25,4,0,20,4,0,-0.7241,-0.1497,0.0,,191.3
S5,F5Ev,227,minimal,49.32,16.11,818952.0,0.0,-1,0,0.16807,0.01559,0.00019,0.08758,0.31702,0.07787,0.06128,0.21962,0.05424,0.00047,0.23124,0.21286,0.10681,0.09144,0.27628,0.13155,0.00144,0.42486,0.17725,0.15579,0.13642,7,0.396,0.021,0.5737,16,14,0,8,2,0,-0.2758,-0.0652,0.0,,164.2
S5,F5EvAI,228,minimal,37.53,1.44,331963.0,0.0,158.0,1,0.2371,0.04103,0.00048,0.10465,0.24928,0.10277,0.09287,,,,,,,,0.23754,0.04103,0.00048,0.12774,0.18647,0.10056,0.09302,8,0.018,0.0,0.555,0,2,5,0,0,3,0.0,0.0,-0.0239,template,59.2
S3,Test0,229,minimal,248.76,70.29,8255238.0,0.0,-1,0,0.48436,0.39215,0.00703,0.0,0.0,0.25987,0.29452,0.6496,0.87058,0.08954,0.0,0.0,0.47345,0.53657,0.66227,0.95551,0.18308,0.0,0.0,0.52967,0.60029,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.1
S2,F5EvAI,228,minimal,8.1,8.01,0.0,0.0,438.0,1,0.02852,0.0,0.0,0.09538,0.40571,0.03786,0.00951,0.05487,0.0,0.0,0.47876,0.38971,0.06722,0.01829,0.05545,0.0,0.0,0.57078,0.40174,0.07352,0.01848,8,0.0,0.236,0.3495,0,12,7,0,1,2,0.0,0.013,-0.0287,template,136.1
S2,F5,228,minimal,262.62,137.97,1880934.0,0.0,-1,0,0.03947,0.0,0.0,0.07677,0.58026,0.05026,0.01316,0.30445,0.0,0.0,0.55197,0.19192,0.1333,0.10148,0.65558,0.5245,0.01058,1.0,0.11195,0.41561,0.39689,5,0.186,0.247,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,149.2
S5,F5EvAI,227,minimal,41.31,14.94,532225.0,0.0,-1,0,0.15534,0.02338,0.00015,0.08531,0.29539,0.075,0.05962,0.21493,0.07918,0.00064,0.28119,0.22224,0.1163,0.09825,0.24228,0.09788,0.00085,0.55731,0.22389,0.14625,0.11367,11,0.4,0.017,0.8024,19,8,3,13,4,2,-0.1771,-0.2235,-0.0202,template,185.3
S4,Test0,229,minimal,248.76,70.29,8255238.0,0.0,-1,0,0.51787,0.45694,0.01688,0.0,0.0,0.29168,0.33057,0.65339,0.89793,0.10407,0.0,0.0,0.48688,0.55179,0.66227,0.95551,0.19073,0.0,0.0,0.53191,0.60284,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,15.6
S4,F5,228,minimal,38.97,0.99,358074.0,0.0,-1,0,0.21931,0.03338,0.00032,0.0736,0.34161,0.09884,0.08433,0.23008,0.04563,0.00111,0.19854,0.33101,0.11257,0.09227,0.24443,0.05481,0.00158,0.29511,0.33708,0.12566,0.10027,5,0.0,0.2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,119.5
S4,F5EvAI,228,minimal,41.04,3.15,324815.0,0.0,356.0,1,0.23008,0.02756,0.00024,0.09435,0.1889,0.09251,0.08596,,,,,,,,0.25411,0.04287,0.00048,0.21511,0.1371,0.10821,0.09915,8,0.325,0.008,0.656,6,5,5,6,1,2,-0.0181,-0.016,-0.0039,template,102.6
S5,Test0,229,minimal,248.76,70.29,8255238.0,0.0,-1,0,0.51787,0.45694,0.01688,0.0,0.0,0.29168,0.33057,0.65339,0.89793,0.10407,0.0,0.0,0.48688,0.55179,0.66227,0.95551,0.19073,0.0,0.0,0.53191,0.60284,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,14.8
S5,F5,228,minimal,42.48,2.16,345019.0,0.0,-1,0,0.24698,0.03062,0.00044,0.0809,0.33174,0.10605,0.09268,0.25453,0.04501,0.00098,0.19057,0.24457,0.11398,0.10017,0.2607,0.04808,0.0012,0.27006,0.26823,0.12283,0.10332,5,0.0,0.308,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,108.0
S1,F5EvAI,228,minimal,69.75,49.32,0.0,0.0,-1,0,0.02605,0.0,0.0,0.02525,0.51559,0.03948,0.00868,0.07983,0.0,0.0,0.13386,0.46548,0.05873,0.02661,0.33579,0.0,0.0,0.63431,0.2847,0.15282,0.11193,10,0.087,0.028,0.4648,7,22,3,5,5,0,0.032,0.0001,0.0,template,190.8
S3,F5EvAI,229,minimal,4.32,3.42,0.0,0.0,216.0,1,0.02016,0.0,0.0,0.01347,0.4509,0.03325,0.00672,,,,,,,,0.03293,0.0,0.0,0.02993,0.39302,0.03457,0.01098,9,0.194,0.097,0.5844,3,3,3,3,2,2,-0.0711,-0.0519,-0.0055,template,54.9
S1,Test0,230,minimal,274.59,146.25,4286891.0,0.0,-1,0,0.38741,0.0,0.0,0.0,0.0,0.11394,0.12914,0.64514,0.97661,0.08831,0.0,0.0,0.50296,0.57002,0.66638,0.97661,0.27963,0.0,0.0,0.56548,0.64087,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.6
S1,F5,230,minimal,1.26,1.26,0.0,0.0,64.0,1,,,,,,,,,,,,,,,0.00908,0.0,0.0,0.01245,0.54543,0.03549,0.00303,5,0.208,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.5
S3,F5Ev,229,minimal,4.86,3.51,0.0,0.0,254.0,1,0.01948,0.0,0.0,0.00739,0.56604,0.03946,0.00649,,,,,,,,0.0369,0.0,0.0,0.01728,0.50223,0.04141,0.0123,7,0.25,0.068,0.526,7,4,0,7,2,0,-0.2114,-0.0272,0.0,,61.4
S1,F5Ev,230,minimal,1.26,1.26,0.0,0.0,64.0,1,,,,,,,,,,,,,,,0.00908,0.0,0.0,0.01245,0.54543,0.03549,0.00303,6,0.458,0.0,0.2411,0,3,0,0,1,0,0.0,0.0,0.0,,18.5
S2,Test0,230,minimal,274.59,146.25,4286891.0,0.0,-1,0,0.5415,0.20348,0.00143,0.0,0.0,0.21953,0.2488,0.66089,0.97661,0.15226,0.0,0.0,0.5264,0.59659,0.66638,0.97661,0.27946,0.0,0.0,0.56542,0.64081,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.5
S1,F5,229,minimal,93.69,34.29,0.0,0.0,-1,0,0.33952,0.0,0.0,0.18515,0.41242,0.13501,0.11317,0.38613,0.0,0.0,0.50401,0.44969,0.16967,0.12871,0.40752,0.0,0.0,1.0,0.41652,0.20318,0.13584,5,0.013,0.433,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,121.1
S4,F5EvAI,229,minimal,66.69,9.0,178993.0,0.0,286.0,1,0.32544,0.06756,0.00026,0.1655,0.27599,0.14163,0.13109,,,,,,,,0.34457,0.09072,0.00032,0.27445,0.35215,0.16498,0.1452,9,0.01,0.021,0.5766,0,12,3,0,2,2,0.0,-0.0803,-0.0385,template,55.9
S4,F5Ev,229,minimal,70.83,9.72,208899.0,0.0,236.0,1,0.33811,0.07077,0.00023,0.15002,0.24645,0.14365,0.13637,,,,,,,,0.3583,0.11002,0.00038,0.20646,0.34417,0.17024,0.15623,7,0.625,0.0,0.5945,7,3,0,7,2,0,-0.157,-0.0551,0.0,,62.8
S1,F5EvAI,230,minimal,1.26,1.26,0.0,0.0,64.0,1,,,,,,,,,,,,,,,0.00908,0.0,0.0,0.01245,0.54543,0.03549,0.00303,5,0.208,0.0,0.0,0,1,2,0,0,0,0.0,0.0,0.0,template,21.5
S2,F5Ev,228,minimal,172.08,99.18,1080310.0,0.0,-1,0,0.03887,0.0,0.0,0.06731,0.57647,0.0493,0.01296,0.1407,0.0,0.0,0.35567,0.3478,0.08276,0.0469,0.55501,0.27498,0.00569,1.0,0.18603,0.31556,0.27856,12,0.305,0.0,0.4414,19,12,0,7,7,0,0.0374,-0.037,0.0,,199.8
S3,Test0,230,minimal,226.89,64.26,8170620.0,0.0,-1,0,0.0783,0.00632,0.0,0.0,0.0,0.02489,0.02821,0.49323,0.47702,0.03311,0.0,0.0,0.2951,0.33445,0.64866,0.9646,0.13496,0.0,0.0,0.51418,0.58274,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.8
S4,Test0,230,minimal,235.53,69.66,8583188.0,0.0,-1,0,0.39298,0.33009,0.01197,0.0,0.0,0.21619,0.24501,0.64202,0.93962,0.13096,0.0,0.0,0.50371,0.57087,0.65712,0.98736,0.21324,0.0,0.0,0.54639,0.61924,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.9
S3,F5EvAI,230,minimal,1.08,1.08,0.0,0.0,54.0,1,,,,,,,,,,,,,,,0.00871,0.0,0.0,0.00197,0.4476,0.02901,0.0029,6,0.0,0.0,0.2539,0,1,2,0,1,0,0.0,0.0212,0.0,template,13.0
S4,F5,229,minimal,76.05,9.36,331102.0,0.0,574.0,1,0.32737,0.06788,0.00033,0.14041,0.30553,0.14258,0.13186,0.3473,0.12032,0.0006,0.3064,0.39791,0.17914,0.15607,0.37481,0.15963,0.00092,0.41155,0.28654,0.19852,0.17845,5,0.016,0.568,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,78.7
S2,F5,229,minimal,220.14,108.81,120792.0,0.0,-1,0,0.5328,0.0,0.0,0.23127,0.21076,0.18271,0.1776,0.59849,0.04457,0.00031,0.83059,0.22159,0.25112,0.21446,0.61775,0.06129,0.00035,1.0,0.24243,0.27291,0.22646,5,0.662,0.463,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,116.9
S3,F5,229,minimal,74.88,8.37,311264.0,0.0,-1,0,0.02894,0.0,0.0,0.00694,0.69573,0.04984,0.00965,0.36523,0.13833,0.00055,0.13823,0.34474,0.17668,0.16804,0.37118,0.15667,0.00064,0.19421,0.46451,0.19418,0.17616,5,0.004,0.438,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,99.5
S5,F5EvAI,229,minimal,67.5,9.18,202330.0,0.0,284.0,1,0.32865,0.07238,0.00032,0.16306,0.2822,0.14424,0.13378,,,,,,,,0.3473,0.09715,0.00039,0.24702,0.32582,0.16453,0.14828,10,0.146,0.042,0.6882,4,5,3,4,3,2,0.0038,-0.1312,-0.0405,template,64.1
S5,Test0,230,minimal,235.53,69.66,8583188.0,0.0,-1,0,0.39298,0.33009,0.01197,0.0,0.0,0.21619,0.24501,0.64202,0.93962,0.13096,0.0,0.0,0.50371,0.57087,0.65712,0.98736,0.21324,0.0,0.0,0.54639,0.61924,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.1
S5,F5Ev,229,minimal,67.23,9.81,183540.0,0.0,332.0,1,0.32252,0.05951,0.00026,0.13985,0.2622,0.13609,0.12743,,,,,,,,0.34639,0.10101,0.00042,0.3051,0.14694,0.15831,0.14928,8,0.902,0.0,0.6813,10,4,0,10,3,0,-0.19,-0.058,0.0,,70.7
S3,F5Ev,230,minimal,2.25,2.25,0.0,0.0,168.0,1,0.01656,0.0,0.0,0.00552,0.39545,0.02846,0.00552,,,,,,,,0.01798,0.0,0.0,0.00758,0.4198,0.03043,0.00599,7,0.25,0.0,0.6922,5,2,0,5,2,0,0.1,0.0192,0.0,,28.9
S5,F5,229,minimal,79.02,9.9,452609.0,0.0,-1,0,0.32897,0.07399,0.00035,0.13322,0.34942,0.14701,0.13444,0.33686,0.11839,0.00057,0.23671,0.37272,0.16991,0.15194,0.38383,0.20936,0.00131,0.41524,0.20216,0.21117,0.19817,5,0.004,0.575,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,87.4
S1,Test0,231,minimal,274.05,126.54,4444444.0,0.0,-1,0,0.49412,0.45962,0.01369,0.0,0.0,0.28454,0.32247,0.64164,0.74807,0.15033,0.0,0.0,0.45295,0.51335,0.66594,1.0,0.21595,0.0,0.0,0.55349,0.62729,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.7
S2,Test0,231,minimal,274.05,126.54,4444444.0,0.0,-1,0,0.55251,0.4014,0.01965,0.0,0.0,0.28634,0.32452,0.65042,0.74807,0.13081,0.0,0.0,0.44979,0.50976,0.66594,1.0,0.20077,0.0,0.0,0.54903,0.62224,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.0
